Date,Close,Naive,ARIMA
2020-11-02,105.8025131225586,105.89007568359376,106.45699005206326
2020-11-03,107.42697143554688,105.8025131225586,105.98464200771824
2020-11-04,111.81390380859376,107.42697143554688,106.51177333693968
2020-11-05,115.78258514404295,111.81390380859376,112.49304072397466
2020-11-06,115.65106201171876,115.78258514404295,114.50832260283381
2020-11-09,113.34174346923828,115.65106201171876,116.72945915143997
2020-11-10,113.00070190429688,113.34174346923828,112.89052606897465
2020-11-11,116.43057250976562,113.00070190429688,113.15454996906223
2020-11-12,116.1577377319336,116.43057250976562,116.21755179413785
2020-11-13,116.20646667480467,116.1577377319336,116.02225900237254
2020-11-16,117.2198486328125,116.20646667480467,116.62234796493262
2020-11-17,116.3331527709961,117.2198486328125,116.54395136595535
2020-11-18,115.00794982910156,116.3331527709961,117.07000750628839
2020-11-19,115.60233306884766,115.00794982910156,114.60480288536873
2020-11-20,114.33563232421876,115.60233306884766,115.74371746040663
2020-11-23,110.93498992919922,114.33563232421876,114.50144519433275
2020-11-24,112.22118377685548,110.93498992919922,111.05899131945277
2020-11-25,113.05916595458984,112.22118377685548,112.1308608116114
2020-11-27,113.60480499267578,113.05916595458984,113.3415794107953
2020-11-30,116.00184631347656,113.60480499267578,113.24221241530508
2020-12-01,119.5778579711914,116.00184631347656,116.0418192522165
2020-12-02,119.92864990234376,119.5778579711914,119.15464948645946
2020-12-03,119.79222869873048,119.92864990234376,120.14122951388987
2020-12-04,119.11991119384766,119.79222869873048,119.76570914916473
2020-12-07,120.58151245117188,119.11991119384766,119.07845418173618
2020-12-08,121.19538116455078,120.58151245117188,120.58884982560716
2020-12-09,118.66194152832033,121.19538116455078,120.98749778530599
2020-12-10,120.08457946777344,118.66194152832033,119.19375820036798
2020-12-11,119.27580261230467,120.08457946777344,119.52558208655776
2020-12-14,118.66194152832033,119.27580261230467,119.67623826026227
2020-12-15,124.60575103759766,118.66194152832033,118.62274113968677
2020-12-16,124.53753662109376,124.60575103759766,123.77910979290117
2020-12-17,125.40474700927734,124.53753662109376,125.24463160077829
2020-12-18,123.41698455810548,125.40474700927734,124.84499532559742
2020-12-21,124.94678497314452,123.41698455810548,123.8656147124712
2020-12-22,128.5033416748047,124.94678497314452,124.7332602445265
2020-12-23,127.6069107055664,128.5033416748047,127.93429118426816
2020-12-24,128.59103393554688,127.6069107055664,128.3949606481586
2020-12-28,133.19015502929688,128.59103393554688,129.16532762977323
2020-12-29,131.41677856445312,133.19015502929688,132.4309036521868
2020-12-30,130.29623413085938,131.41677856445312,131.85334797644958
2020-12-31,129.29257202148438,130.29623413085938,130.52253789995441
2021-01-04,126.09657287597656,129.29257202148438,130.00460997520426
2021-01-05,127.6556167602539,126.09657287597656,125.67981353950273
2021-01-06,123.35853576660156,127.6556167602539,127.94549813251464
2021-01-07,127.56793975830078,123.35853576660156,123.51162133942182
2021-01-08,128.6689910888672,127.56793975830078,127.11841242071607
2021-01-11,125.6776123046875,128.6689910888672,128.68158110386184
2021-01-12,125.50218200683594,125.6776123046875,126.21641565503478
2021-01-13,127.5386962890625,125.50218200683594,124.97632667674323
2021-01-14,125.60940551757812,127.5386962890625,127.75478924479454
2021-01-15,123.88470458984376,125.60940551757812,125.6628288908075
2021-01-19,124.55704498291016,123.88470458984376,123.80865185661803
2021-01-20,128.6494903564453,124.55704498291016,124.49483572949927
2021-01-21,133.3656005859375,128.6494903564453,128.29817829246306
2021-01-22,135.50926208496094,133.3656005859375,133.01975686126752
2021-01-25,139.26068115234375,135.50926208496094,135.59301960540466
2021-01-26,139.4945526123047,139.26068115234375,138.76292372359597
2021-01-27,138.4226837158203,139.4945526123047,139.7849995019389
2021-01-28,133.5799560546875,138.4226837158203,138.44375780612907
2021-01-29,128.58128356933594,133.5799560546875,133.94976901143247
2021-02-01,130.70547485351562,128.58128356933594,129.04475800385717
2021-02-02,131.53370666503906,130.70547485351562,129.9921051939072
2021-02-03,130.5105743408203,131.53370666503906,131.98473496882644
2021-02-04,133.87225341796875,130.5105743408203,130.37451590520826
2021-02-05,133.45751953125,133.87225341796875,133.4832046266629
2021-02-08,133.6039276123047,133.45751953125,133.86284515078543
2021-02-09,132.7256317138672,133.6039276123047,133.29427266084664
2021-02-10,132.12062072753906,132.7256317138672,132.9760800792321
2021-02-11,131.8668975830078,132.12062072753906,132.12926008621858
2021-02-12,132.10108947753906,131.8668975830078,131.7458908995756
2021-02-16,129.97372436523438,132.10108947753906,131.86291383567763
2021-02-17,127.68045806884766,129.97372436523438,130.4310632339374
2021-02-18,126.57777404785156,127.68045806884766,127.61804690029221
2021-02-19,126.73391723632812,126.57777404785156,126.68460911134537
2021-02-22,122.95735168457033,126.73391723632812,126.71869381437867
2021-02-23,122.82073974609376,122.95735168457033,123.28218371989213
2021-02-24,122.3230209350586,122.82073974609376,122.74656891902725
2021-02-25,118.06832122802734,122.3230209350586,122.24928827487575
2021-02-26,118.33182525634766,118.06832122802734,118.75802458613532
2021-03-01,124.70413208007812,118.33182525634766,117.72666096704019
2021-03-02,122.09861755371094,124.70413208007812,124.41359029059883
2021-03-03,119.1125030517578,122.09861755371094,122.62018908091868
2021-03-04,117.2291030883789,119.1125030517578,119.11634205729925
2021-03-05,118.4879379272461,117.2291030883789,117.33834604174986
2021-03-08,113.55015563964844,118.4879379272461,118.38495462597547
2021-03-09,118.16593933105467,113.55015563964844,114.01531693368985
2021-03-10,117.08273315429688,118.16593933105467,117.55788175933564
2021-03-11,119.01490783691406,117.08273315429688,117.28758180208635
2021-03-12,118.1073760986328,119.01490783691406,119.08944066247489
2021-03-15,120.9958953857422,118.1073760986328,117.70233807608184
2021-03-16,122.53773498535156,120.9958953857422,121.38236779135192
2021-03-17,121.74728393554688,122.53773498535156,121.75192041274812
2021-03-18,117.61945343017578,121.74728393554688,122.61576503390043
2021-03-19,117.09247589111328,117.61945343017578,117.38146554212251
2021-03-22,120.41036987304688,117.09247589111328,117.29515292297013
2021-03-23,119.58089447021484,120.41036987304688,119.97935618761353
2021-03-24,117.1900634765625,119.58089447021484,119.83000630204667
2021-03-25,117.677978515625,117.1900634765625,117.48428197254971
2021-03-26,118.2830047607422,117.677978515625,117.21789898506238
2021-03-29,118.45867156982422,118.2830047607422,118.6689600911039
2021-03-30,117.00465393066406,118.45867156982422,118.12015031447348
2021-03-31,119.2003173828125,117.00465393066406,117.37562100428624
2021-04-01,120.0298080444336,119.2003173828125,118.8026724205357
2021-04-05,122.85978698730467,120.0298080444336,120.2449020403141
2021-04-06,123.16229248046876,122.85978698730467,122.20355949795743
2021-04-07,124.81149291992188,123.16229248046876,123.69854627978741
2021-04-08,127.21207427978516,124.81149291992188,124.26487077012834
2021-04-09,129.78834533691406,127.21207427978516,127.22029643685681
2021-04-12,128.07083129882812,129.78834533691406,129.67135923573338
2021-04-13,131.1837921142578,128.07083129882812,128.14798544604477
2021-04-14,128.8417205810547,131.1837921142578,131.01315840130587
2021-04-15,131.25205993652344,128.8417205810547,128.95652095238574
2021-04-16,130.92031860351562,131.25205993652344,131.2090814712023
2021-04-19,131.5838623046875,130.92031860351562,130.66242262228238
2021-04-20,129.89564514160156,131.5838623046875,132.0010403794592
2021-04-21,130.2762451171875,129.89564514160156,129.53644112500635
2021-04-22,128.75393676757812,130.2762451171875,130.6680981917949
2021-04-23,131.07644653320312,128.75393676757812,128.53129508904715
2021-04-26,131.46681213378906,131.07644653320312,131.04198812360605
2021-04-27,131.1446990966797,131.46681213378906,131.39995069511727
2021-04-28,130.3543243408203,131.1446990966797,131.27112100621648
2021-04-29,130.25674438476562,130.3543243408203,130.3248214822119
2021-04-30,128.28553771972656,130.25674438476562,130.30142179755146
2021-05-03,129.3394012451172,128.28553771972656,128.45898749875363
2021-05-04,124.7626724243164,129.3394012451172,129.13159898884203
2021-05-05,125.00665283203124,124.7626724243164,125.32960206138246
2021-05-06,126.60706329345705,125.00665283203124,124.74599375233872
2021-05-07,127.28150939941406,126.60706329345705,126.37202100622747
2021-05-10,123.99707794189452,127.28150939941406,127.6196490517546
2021-05-11,123.0782470703125,123.99707794189452,123.91653043070946
2021-05-12,120.00885772705078,123.0782470703125,123.40193148599599
2021-05-13,122.15936279296876,120.00885772705078,119.98260844567571
2021-05-14,124.5835952758789,122.15936279296876,122.05466694708315
2021-05-17,123.43014526367188,124.5835952758789,124.27344549847936
2021-05-18,122.04207611083984,123.43014526367188,123.86689662876255
2021-05-19,121.88565826416016,122.04207611083984,121.8649748131762
2021-05-20,124.44674682617188,121.88565826416016,121.99156674747542
2021-05-21,122.60902404785156,124.44674682617188,124.16224053158132
2021-05-24,124.24146270751952,122.60902404785156,122.89235815522107
2021-05-25,124.04595947265624,124.24146270751952,124.04495618344129
2021-05-26,123.99707794189452,124.04595947265624,123.97257084482642
2021-05-27,122.46239471435548,123.99707794189452,124.30118466845708
2021-05-28,121.80747985839844,122.46239471435548,122.20031930858255
2021-06-01,121.48490142822266,121.80747985839844,121.41459770841412
2021-06-02,122.24735260009766,121.48490142822266,121.81498038385803
2021-06-03,120.76152801513672,122.24735260009766,121.98603474606112
2021-06-04,123.05867767333984,120.76152801513672,120.99057496904895
2021-06-07,123.0684814453125,123.05867767333984,122.82056135627963
2021-06-08,123.88957214355467,123.0684814453125,123.00958592370317
2021-06-09,124.2707977294922,123.88957214355467,124.08778466977849
2021-06-10,123.27373504638672,124.2707977294922,123.8655391410298
2021-06-11,124.48583221435548,123.27373504638672,123.8319483617066
2021-06-14,127.5454559326172,124.48583221435548,123.8937436692976
2021-06-15,126.72433471679688,127.5454559326172,127.58786072896315
2021-06-16,127.22286224365234,126.72433471679688,126.8783519811441
2021-06-17,128.82598876953125,127.22286224365234,126.97875381592485
2021-06-18,127.52590942382812,128.82598876953125,128.8684612794559
2021-06-21,129.3245086669922,127.52590942382812,127.61361564788994
2021-06-22,130.96670532226562,129.3245086669922,129.10201685280148
2021-06-23,130.69300842285156,130.96670532226562,130.8778753417561
2021-06-24,130.40956115722656,130.69300842285156,130.86107145568738
2021-06-25,130.1162872314453,130.40956115722656,130.27091386992416
2021-06-28,131.7487335205078,130.1162872314453,130.26767317081553
2021-06-29,133.26388549804688,131.7487335205078,131.47446431430117
2021-06-30,133.8796844482422,133.26388549804688,133.23948319044743
2021-07-01,134.1827392578125,133.8796844482422,133.90461183488125
2021-07-02,136.81224060058594,134.1827392578125,134.06074931290016
2021-07-06,138.82594299316406,136.81224060058594,136.83932197739097
2021-07-07,141.31857299804688,138.82594299316406,138.6784795645887
2021-07-08,140.01849365234375,141.31857299804688,141.04246092669763
2021-07-09,141.84645080566406,140.01849365234375,140.44281364804257
2021-07-12,141.25010681152344,141.84645080566406,141.33441886858336
2021-07-13,142.36451721191406,141.25010681152344,141.59328542702977
2021-07-14,145.79554748535156,142.36451721191406,142.1711987672137
2021-07-15,145.14064025878906,145.79554748535156,145.33892012883553
2021-07-16,143.09762573242188,145.14064025878906,145.7191531346228
2021-07-19,139.24624633789062,143.09762573242188,142.8240113044307
2021-07-20,142.8629913330078,139.24624633789062,139.86221570841627
2021-07-21,142.12986755371094,142.8629913330078,142.1342138590215
2021-07-22,143.49842834472656,142.12986755371094,142.4824749746536
2021-07-23,145.21884155273438,143.49842834472656,143.452862488879
2021-07-26,145.63916015625,145.21884155273438,144.67058127723132
2021-07-27,143.46908569335938,145.63916015625,146.3231399018963
2021-07-28,141.71932983398438,143.46908569335938,142.99221081305097
2021-07-29,142.36451721191406,141.71932983398438,142.36779425337312
2021-07-30,142.5795440673828,142.36451721191406,141.8295080213923
2021-08-02,142.24717712402344,142.5795440673828,142.82480587330346
2021-08-03,144.0458221435547,142.24717712402344,142.29425376880198
2021-08-04,143.64503479003906,144.0458221435547,143.6168781651986
2021-08-05,143.7525634765625,143.64503479003906,144.14074214931432
2021-08-06,143.06727600097656,143.7525634765625,143.33178712204696
2021-08-09,143.01832580566406,143.06727600097656,143.4079113459491
2021-08-10,142.5386199951172,143.01832580566406,142.88990568937024
2021-08-11,142.7931671142578,142.5386199951172,142.527958684624
2021-08-12,145.7594757080078,142.7931671142578,142.9405005939438
2021-08-13,145.96502685546875,145.7594757080078,145.18444781755582
2021-08-16,147.94256591796875,145.96502685546875,146.41995169125352
2021-08-17,147.03213500976562,147.94256591796875,147.43748014647716
2021-08-18,143.28265380859375,147.03213500976562,147.3562437060973
2021-08-19,143.61549377441406,143.28265380859375,143.66994835219353
2021-08-20,145.0741729736328,143.61549377441406,143.11354507917008
2021-08-23,146.56222534179688,145.0741729736328,145.37871661667955
2021-08-24,146.47409057617188,146.56222534179688,146.152842533688
2021-08-25,145.24061584472656,146.47409057617188,146.73192260357845
2021-08-26,144.43785095214844,145.24061584472656,145.2964314270896
2021-08-27,145.47557067871094,144.43785095214844,144.3638999964767
2021-08-30,149.90052795410156,145.47557067871094,145.52890761967365
2021-08-31,148.6376190185547,149.90052795410156,149.2844865239827
2021-09-01,149.3033447265625,148.6376190185547,149.22813868238867
2021-09-02,150.41937255859375,149.3033447265625,148.91735779357387
2021-09-03,151.0557098388672,150.41937255859375,150.37214708708854
2021-09-07,153.39547729492188,151.0557098388672,150.70864624803485
2021-09-08,151.84869384765625,153.39547729492188,153.54864227345064
2021-09-09,150.83053588867188,151.84869384765625,151.78458317659272
2021-09-10,145.8377685546875,150.83053588867188,151.092750105207
2021-09-13,146.40562438964844,145.8377685546875,146.114340017708
2021-09-14,145.00563049316406,146.40562438964844,146.24654485800053
2021-09-15,145.89654541015625,145.00563049316406,145.12543182073492
2021-09-16,145.6615447998047,145.89654541015625,145.89309768193
2021-09-17,142.98895263671875,145.6615447998047,145.49575811273968
2021-09-20,139.93455505371094,142.98895263671875,143.57154231246474
2021-09-21,140.4142608642578,139.93455505371094,139.7540925642975
2021-09-22,142.7834014892578,140.4142608642578,140.5266916576775
2021-09-23,143.7427520751953,142.7834014892578,142.4403095810059
2021-09-24,143.83087158203125,143.7427520751953,143.83774180091444
2021-09-27,142.31346130371094,143.83087158203125,143.83732106010734
2021-09-28,138.9261932373047,142.31346130371094,142.37885393907885
2021-09-29,139.8268585205078,138.9261932373047,139.34780201796082
2021-09-30,138.5248260498047,139.8268585205078,139.37686663584213
2021-10-01,139.65066528320312,138.5248260498047,138.9494574053118
2021-10-04,136.21449279785156,139.65066528320312,139.3536964801477
2021-10-05,138.14306640625,136.21449279785156,136.59269738132252
2021-10-06,139.0143585205078,138.14306640625,137.95095537024346
2021-10-07,140.2771759033203,139.0143585205078,138.71005955655565
2021-10-08,139.89540100097656,140.2771759033203,140.6906116057008
2021-10-11,139.80728149414062,139.89540100097656,139.3727643960627
2021-10-12,138.53463745117188,139.80728149414062,140.3696722166181
2021-10-13,137.9472198486328,138.53463745117188,138.19436630223214
2021-10-14,140.73731994628906,137.9472198486328,138.24834170018008
2021-10-15,141.7946319580078,140.73731994628906,140.29312149950331
2021-10-18,143.46868896484375,141.7946319580078,141.84297286479423
2021-10-19,145.63221740722656,143.46868896484375,143.45138411563738
2021-10-20,146.1216583251953,145.63221740722656,145.20212148222035
2021-10-21,146.33706665039062,146.1216583251953,146.53504118483326
2021-10-22,145.5636749267578,146.33706665039062,145.93879131517468
2021-10-25,145.5147247314453,145.5636749267578,145.93172298688046
2021-10-26,146.18045043945312,145.5147247314453,145.33378033665397
2021-10-27,145.7203369140625,146.18045043945312,146.10995155472932
2021-10-28,149.36207580566406,145.7203369140625,145.95468197815083
2021-10-29,146.6503143310547,149.36207580566406,148.70271573801617
2021-11-01,145.8280029296875,146.6503143310547,147.40751068488788
2021-11-02,146.86570739746094,145.8280029296875,145.529451965512
2021-11-03,148.30479431152344,146.86570739746094,146.71806170909022
2021-11-04,147.78591918945312,148.30479431152344,148.51370583405517
2021-11-05,148.3153533935547,147.78591918945312,147.4619809305225
2021-11-08,147.49183654785156,148.3153533935547,148.67128400867642
2021-11-09,147.8545684814453,147.49183654785156,147.20731380605062
2021-11-10,145.02122497558594,147.8545684814453,148.08026450102855
2021-11-11,144.97215270996094,145.02122497558594,145.14878719818034
2021-11-12,147.0506134033203,144.97215270996094,144.90701254783113
2021-11-15,147.06044006347656,147.0506134033203,146.8360666045381
2021-11-16,148.04083251953125,147.06044006347656,147.22529615075567
2021-11-17,150.48207092285156,148.04083251953125,147.84180911395714
2021-11-18,154.7761993408203,150.48207092285156,150.29937285579985
2021-11-19,157.40367126464844,154.7761993408203,154.49873513675198
2021-11-22,157.864501953125,157.40367126464844,157.2365963805024
2021-11-23,158.246826171875,157.864501953125,158.01421407330832
2021-11-24,158.76644897460938,158.246826171875,158.04737592780452
2021-11-26,153.73696899414062,158.76644897460938,158.7031899946444
2021-11-29,157.09976196289062,153.73696899414062,154.2941290827252
2021-11-30,162.0605926513672,157.09976196289062,156.455451245126
2021-12-01,161.5409698486328,162.0605926513672,161.74374081841125
2021-12-02,160.55076599121094,161.5409698486328,162.07168752163548
2021-12-03,158.6684112548828,160.55076599121094,160.11379265171595
2021-12-06,162.0802001953125,158.6684112548828,159.25802511758909
2021-12-07,167.8253631591797,162.0802001953125,161.3269580346399
2021-12-08,171.64895629882812,167.8253631591797,167.56879174327366
2021-12-09,171.1391143798828,171.64895629882812,171.61778247440526
2021-12-10,175.93328857421875,171.1391143798828,171.02235651857012
2021-12-13,172.29603576660156,175.93328857421875,175.69127814493837
2021-12-14,170.9136505126953,172.29603576660156,172.6325556979425
2021-12-15,175.7862091064453,170.9136505126953,171.12116761822588
2021-12-16,168.88421630859375,175.7862091064453,174.81358249873065
2021-12-17,167.78616333007812,168.88421630859375,170.47895466890205
2021-12-20,166.42340087890625,167.78616333007812,166.88746098081583
2021-12-21,169.5999298095703,166.42340087890625,166.85662874137998
2021-12-22,172.197998046875,169.5999298095703,169.43848131580305
2021-12-23,172.825439453125,172.197998046875,171.47525593191583
2021-12-27,176.79608154296875,172.825439453125,171.82300262177318
2021-12-28,175.77642822265625,176.79608154296875,177.2324936562515
2021-12-29,175.86468505859375,175.77642822265625,175.54454058304918
2021-12-30,174.70779418945312,175.86468505859375,175.9918414356995
2021-12-31,174.09014892578125,174.70779418945312,174.80342081207755
2022-01-03,178.443115234375,174.09014892578125,174.02895263026633
2022-01-04,176.1783905029297,178.443115234375,178.06841336602713
2022-01-05,171.49205017089844,176.1783905029297,176.58693766364163
2022-01-06,168.62928771972656,171.49205017089844,171.88987299776545
2022-01-07,168.79595947265625,168.62928771972656,168.4890356350901
2022-01-10,168.8155975341797,168.79595947265625,169.0045157464275
2022-01-11,171.64895629882812,168.8155975341797,168.5712870445018
2022-01-12,172.09010314941406,171.64895629882812,171.56985712994845
2022-01-13,168.8155975341797,172.09010314941406,172.05009070059228
2022-01-14,169.6783447265625,168.8155975341797,169.24477460298806
2022-01-18,166.472412109375,169.6783447265625,169.85819616851268
2022-01-19,162.9723663330078,166.472412109375,166.83615227134888
2022-01-20,161.28610229492188,162.9723663330078,162.97382920394546
2022-01-21,159.2272186279297,161.28610229492188,161.5630041764908
2022-01-24,158.45272827148438,159.2272186279297,159.18827266627315
2022-01-25,156.64878845214844,158.45272827148438,158.60585150287864
2022-01-26,156.56048583984375,156.64878845214844,156.71277938706166
2022-01-27,156.09976196289062,156.56048583984375,156.54531775966586
2022-01-28,166.99200439453125,156.09976196289062,156.13180695457757
2022-01-31,171.35482788085938,166.99200439453125,165.839145098698
2022-02-01,171.1881866455078,171.35482788085938,171.50247749841603
2022-02-02,172.39407348632812,171.1881866455078,171.40856154511332
2022-02-03,169.51162719726562,172.39407348632812,171.80894644144493
2022-02-04,169.2269744873047,169.51162719726562,170.4515366791011
2022-02-07,168.51039123535156,169.2269744873047,168.53523319049427
2022-02-08,171.6221923828125,168.51039123535156,168.97743708338217
2022-02-09,173.04562377929688,171.6221923828125,171.17371857651537
2022-02-10,168.96194458007812,173.04562377929688,172.89181667545714
2022-02-11,165.54579162597656,168.96194458007812,169.849195674083
2022-02-14,165.7814178466797,165.54579162597656,165.06072756795908
2022-02-15,169.61962890625,165.7814178466797,166.2064570339047
2022-02-16,169.3840789794922,169.61962890625,168.8878374890822
2022-02-17,165.7814178466797,169.3840789794922,169.8175126915125
2022-02-18,164.23037719726562,165.7814178466797,166.0837510001469
2022-02-22,161.30506896972656,164.23037719726562,164.59288317049524
2022-02-23,157.133056640625,161.30506896972656,161.24891042418363
2022-02-24,159.75405883789062,157.133056640625,157.70541837850985
2022-02-25,161.82534790039062,159.75405883789062,159.06271476359245
2022-02-28,162.09036254882812,161.82534790039062,161.9643563445484
2022-03-01,160.20559692382812,162.09036254882812,162.16310435909327
2022-03-02,163.50396728515625,160.20559692382812,160.14793856176763
2022-03-03,163.1800079345703,163.50396728515625,163.39683235944267
2022-03-04,160.17613220214844,163.1800079345703,163.06441302109445
2022-03-07,156.3771514892578,160.17613220214844,160.8067386884928
2022-03-08,154.55130004882812,156.3771514892578,156.19546492925315
2022-03-09,159.96018981933594,154.55130004882812,154.95702803643232
2022-03-10,155.61148071289062,159.96018981933594,159.07792948669206
2022-03-11,151.8910369873047,155.61148071289062,156.56726682224578
2022-03-14,147.8564453125,151.8910369873047,151.94515881754043
2022-03-15,152.24440002441406,147.8564453125,147.84667806180906
2022-03-16,156.66184997558594,152.24440002441406,152.19939666749246
2022-03-17,157.6729736328125,156.66184997558594,155.7780802845135
2022-03-18,160.97129821777344,157.6729736328125,158.5326025644145
2022-03-21,162.34559631347656,160.97129821777344,159.83040206325435
2022-03-22,165.7224884033203,162.34559631347656,162.9772043560332
2022-03-23,167.08697509765625,165.7224884033203,165.10795495965328
2022-03-24,170.87615966796875,167.08697509765625,167.0450822461193
2022-03-25,171.5142059326172,170.87615966796875,170.88124526021969
2022-03-28,172.3780975341797,171.5142059326172,171.04684088026337
2022-03-29,175.67645263671875,172.3780975341797,172.96451103075594
2022-03-30,174.50827026367188,175.67645263671875,174.65721582097586
2022-03-31,171.40625,174.50827026367188,175.43580068393783
2022-04-01,171.11175537109375,171.40625,171.19383951248454
2022-04-04,175.1659698486328,171.11175537109375,171.085674694328
2022-04-05,171.8479766845703,175.1659698486328,174.97877820520785
2022-04-06,168.67726135253906,171.8479766845703,172.07165721973155
2022-04-07,168.98158264160156,168.67726135253906,169.17820094471116
2022-04-08,166.96917724609375,168.98158264160156,168.31537123100557
2022-04-11,162.7088165283203,166.96917724609375,167.82166594288375
2022-04-12,164.5837860107422,162.7088165283203,162.55130802804328
2022-04-13,167.27349853515625,164.5837860107422,164.42739958912964
2022-04-14,162.25726318359375,167.27349853515625,167.15514908231881
2022-04-18,162.0413055419922,162.25726318359375,162.02352978826514
2022-04-19,164.32855224609375,162.0413055419922,161.99627217918194
2022-04-20,164.16168212890625,164.32855224609375,164.36934081043927
2022-04-21,163.3665313720703,164.16168212890625,163.89365097468797
2022-04-22,158.8214874267578,163.3665313720703,163.87004282990617
2022-04-25,159.89146423339844,158.8214874267578,158.8001506846144
2022-04-26,153.9230499267578,159.89146423339844,159.91475731467548
2022-04-27,153.697265625,153.9230499267578,154.42109962484253
2022-04-28,160.63751220703125,153.697265625,153.56762285035134
2022-04-29,154.7574462890625,160.63751220703125,159.72805691815637
2022-05-02,155.061767578125,154.7574462890625,156.18110809162334
2022-05-03,156.5538787841797,155.061767578125,154.12373188750266
2022-05-04,162.97386169433594,156.5538787841797,156.726056508076
2022-05-05,153.89361572265625,162.97386169433594,162.5986374587446
2022-05-06,154.62106323242188,153.89361572265625,154.61206139209227
2022-05-09,149.48931884765625,154.62106323242188,154.7039221321392
2022-05-10,151.89791870117188,149.48931884765625,149.24341704131353
2022-05-11,144.02333068847656,151.89791870117188,152.5455874195743
2022-05-12,140.14991760253906,144.02333068847656,143.74847711900827
2022-05-13,144.62301635742188,140.14991760253906,141.36808254295323
2022-05-16,143.07949829101562,144.62301635742188,142.83403970305983
2022-05-17,146.7169952392578,143.07949829101562,144.64846696601288
2022-05-18,138.43934631347656,146.7169952392578,145.41125773246085
2022-05-19,135.02801513671875,138.43934631347656,139.75922740050711
