Date,Ticker,Close,High,Low,Open,Volume,Prediction
2018-01-08,AAPL,40.87092590332031,41.16629235198512,40.77246684348444,40.87092590332031,82271200.0,40.962527686211615
2018-01-09,AAPL,40.866249084472656,41.03737388754082,40.65058411611103,40.91782153092313,86336000.0,40.81255945481553
2018-01-10,AAPL,40.85686874389648,40.859215222157154,40.554469935001535,40.59197781768653,95839600.0,40.80858352298583
2018-01-11,AAPL,41.08894348144531,41.13817302307532,40.90375412891968,40.92719387216616,74670800.0,40.799596319251116
2018-01-12,AAPL,41.51323699951172,41.576531096215895,41.175673253020285,41.29991496847226,101672400.0,41.03072366926426
2018-01-16,AAPL,41.3022689819336,42.05240879047136,41.29054732085747,41.703123321316056,118263600.0,41.45363904080568
2018-01-17,AAPL,41.98442459106445,42.01958599375267,41.03971675139146,41.29288600464342,137547200.0,41.245004887653074
2018-01-18,AAPL,42.021915435791016,42.21882995862066,41.78515372064294,42.04770164848613,124773600.0,41.924262788796796
2018-01-19,AAPL,41.83439254760742,42.09694053382906,41.58825202205062,41.86955394685209,129700400.0,41.96330291967911
2018-01-22,AAPL,41.492149353027344,41.67499582673223,41.39838321464752,41.56247574528666,108434400.0,41.777722225223215
2018-01-23,AAPL,41.50150680541992,42.06411412618315,41.44993795520698,41.56245798858068,130756400.0,41.43711243321286
2018-01-24,AAPL,40.840457916259766,41.56246850219612,40.60134965502704,41.55074684270415,204420400.0,41.445485316239456
2018-01-25,AAPL,40.11141586303711,41.01158352987278,39.97545247946062,40.90843864737004,166116000.0,40.78675767769619
2018-01-26,AAPL,40.20518493652344,40.32005148718261,39.86527824112005,40.32005148718261,156572000.0,40.05892526297134
2018-01-29,AAPL,39.373008728027344,39.88872970672638,39.16437600395117,39.88872970672638,202561600.0,40.149132771750374
2018-01-30,AAPL,39.14091491699219,39.2346810244076,38.60878313619308,38.80335120718038,184192800.0,39.31906955047816
2018-01-31,AAPL,39.24874877929688,39.48551412176701,39.030740952174725,39.11747478744508,129915600.0,39.08508669769981
2018-02-01,AAPL,39.33080673217773,39.52771776961774,39.09169842845836,39.18781104564297,188923200.0,39.190104506349606
2018-02-02,AAPL,37.62422943115234,39.10106905879282,37.53046331194743,38.91353324343483,346375200.0,39.27078096232548
2018-02-05,AAPL,36.684200286865234,38.41655512240467,36.56933378407327,37.29603351440742,290954000.0,37.57195491862057
2018-02-06,AAPL,38.217315673828125,38.37906529853758,36.10051314382347,36.29508127376754,272975200.0,36.63226975459975
2018-02-07,AAPL,37.39918899536133,38.30404607461317,37.28901540532446,38.23137678935655,206434400.0,38.153465309242165
2018-02-08,AAPL,36.370094299316406,37.741446423109565,36.34196517331413,37.575007414715365,217562000.0,37.34043711273898
2018-02-09,AAPL,36.8149528503418,37.16330635492814,35.3626915731979,36.97030099389213,282690400.0,36.31538919629793
2018-02-12,AAPL,38.29780960083008,38.57554995460509,37.073858588541775,37.30688077719947,243278000.0,36.755369876936356
2018-02-13,AAPL,38.68147277832031,38.7779772559174,38.04831433527804,38.11892745526451,130196800.0,38.23066317621419
2018-02-14,AAPL,39.394649505615234,39.43466276054488,38.33781974683445,38.375476956953584,162579600.0,38.616332790231354
2018-02-15,AAPL,40.71746826171875,40.74100357542089,39.77832197075912,39.96426639259657,204588800.0,39.32982069979903
2018-02-16,AAPL,40.58563995361328,41.14818868716067,40.4302954494754,40.56916559945333,160704400.0,40.65057908637755
2018-02-20,AAPL,40.449127197265625,41.01637726422879,40.347914249791,40.49620139983296,135722000.0,40.52547470025502
2018-02-21,AAPL,40.265533447265625,40.98342308445248,40.25140795476469,40.679791439011055,149886400.0,40.393033898271824
2018-02-22,AAPL,40.60213088989258,40.94342344573301,40.41618647942475,40.43736933792125,123967600.0,40.2118739606849
2018-02-23,AAPL,41.30824661254883,41.34355136962207,40.84691076811192,40.87751061859656,135249600.0,40.54724115546264
2018-02-26,AAPL,42.12499237060547,42.223849271436976,41.4753597687707,41.50831206904788,152648800.0,41.250890516946356
2018-02-27,AAPL,41.98847579956055,42.48040786388557,41.934340645836585,42.155593350010335,155712400.0,42.065894606982056
2018-02-28,AAPL,41.924930572509766,42.51336718436975,41.90845621497436,42.19325752385664,151128400.0,41.933085862016924
2018-03-01,AAPL,41.19056701660156,42.315657645503855,40.639791153890215,42.02379176340598,195208000.0,41.87116879485029
2018-03-02,AAPL,41.47536849975586,41.49655135620795,40.590357520525785,40.67274008432676,153816000.0,41.14044760256547
2018-03-05,AAPL,41.61894989013672,41.83549415043722,41.07758744361929,41.23999653672775,113605600.0,41.422111519361124
2018-03-06,AAPL,41.58363723754883,41.95552959990914,41.456536512162586,41.87550308423885,95154000.0,41.5642781235797
2018-03-07,AAPL,41.19761657714844,41.390625476018485,41.01873317137954,41.17643372479385,126814000.0,41.528811093825425
2018-03-08,AAPL,41.64719772338867,41.68956344314448,41.2070482076619,41.3035490998388,95096400.0,41.14409744421846
2018-03-09,AAPL,42.36271667480469,42.36742517211919,41.75309736346222,41.887262600442206,128740800.0,41.590264649403935
2018-03-12,AAPL,42.77228164672852,42.929982231102365,42.416867218500784,42.43569402993551,128828400.0,42.30256072508928
2018-03-13,AAPL,42.360382080078125,43.19125442557447,42.188559566739045,42.97706260160515,126774000.0,42.71195966267329
2018-03-14,AAPL,42.000247955322266,42.48982759809608,41.85196079476881,42.44275339219184,117473600.0,42.303933437933665
2018-03-15,AAPL,42.04967498779297,42.42392336815364,41.91316086691825,42.01437023093428,90975200.0,41.94551590555625
2018-03-16,AAPL,41.901397705078125,42.16030767446724,41.80724568677387,42.049681297667405,157618800.0,41.99367297065692
2018-03-19,AAPL,41.26118469238281,41.77194734881328,40.87517033680005,41.73664258122725,133787200.0,41.845370885448574
2018-03-20,AAPL,41.24705123901367,41.61423508525341,41.17643813207561,41.24705123901367,78597600.0,41.20716734763482
2018-03-21,AAPL,40.3126106262207,41.21173977252435,40.31025458153084,41.19997032366961,148219600.0,41.190901195809374
2018-03-22,AAPL,39.74301910400391,40.64450103475559,39.68417542963703,40.013698569478414,165963200.0,40.25925363114084
2018-03-23,AAPL,38.82268905639648,39.994853617877645,38.82268905639648,39.63473074903987,164115200.0,39.68912260707294
2018-03-26,AAPL,40.66568756103516,40.743361642324615,39.17576529237268,39.559427199232864,150164800.0,38.76972593622667
2018-03-27,AAPL,39.622955322265625,41.2258556126238,39.28872385481992,40.87985469805394,163690400.0,40.599852994689634
2018-03-28,AAPL,39.18516540527344,40.01839356438432,38.88153372827884,39.366404866791264,166674000.0,39.56415577419648
