Date,Ticker,Close,High,Low,Open,Volume,Prediction
2018-01-08,AAPL,40.87092590332031,41.16629235198512,40.77246684348444,40.87092590332031,82271200.0,41.062879368390696
2018-01-09,AAPL,40.866249084472656,41.03737388754082,40.65058411611103,40.91782153092313,86336000.0,40.855794032473874
2018-01-10,AAPL,40.85686874389648,40.859215222157154,40.554469935001535,40.59197781768653,95839600.0,40.85774066181642
2018-01-11,AAPL,41.08894348144531,41.13817302307532,40.90375412891968,40.92719387216616,74670800.0,40.88239430541053
2018-01-12,AAPL,41.51323699951172,41.576531096215895,41.175673253020285,41.29991496847226,101672400.0,41.08934629726576
2018-01-16,AAPL,41.3022689819336,42.05240879047136,41.29054732085747,41.703123321316056,118263600.0,41.49882378342211
2018-01-17,AAPL,41.98442459106445,42.01958599375267,41.03971675139146,41.29288600464342,137547200.0,41.29039801522122
2018-01-18,AAPL,42.021915435791016,42.21882995862066,41.78515372064294,42.04770164848613,124773600.0,42.021390861192806
2018-01-19,AAPL,41.83439254760742,42.09694053382906,41.58825202205062,41.86955394685209,129700400.0,42.023969322492725
2018-01-22,AAPL,41.492149353027344,41.67499582673223,41.39838321464752,41.56247574528666,108434400.0,41.794032717212026
2018-01-23,AAPL,41.50150680541992,42.06411412618315,41.44993795520698,41.56245798858068,130756400.0,41.512874262041834
2018-01-24,AAPL,40.840457916259766,41.56246850219612,40.60134965502704,41.55074684270415,204420400.0,41.516052905412465
2018-01-25,AAPL,40.11141586303711,41.01158352987278,39.97545247946062,40.90843864737004,166116000.0,40.83019373395337
2018-01-26,AAPL,40.20518493652344,40.32005148718261,39.86527824112005,40.32005148718261,156572000.0,40.086683467231374
2018-01-29,AAPL,39.373008728027344,39.88872970672638,39.16437600395117,39.88872970672638,202561600.0,40.2413945627675
2018-01-30,AAPL,39.14091491699219,39.2346810244076,38.60878313619308,38.80335120718038,184192800.0,39.35287681860458
2018-01-31,AAPL,39.24874877929688,39.48551412176701,39.030740952174725,39.11747478744508,129915600.0,39.10950399437857
2018-02-01,AAPL,39.33080673217773,39.52771776961774,39.09169842845836,39.18781104564297,188923200.0,39.288889734220604
2018-02-02,AAPL,37.62422943115234,39.10106905879282,37.53046331194743,38.91353324343483,346375200.0,39.30588058617052
2018-02-05,AAPL,36.684200286865234,38.41655512240467,36.56933378407327,37.29603351440742,290954000.0,37.56697243264161
2018-02-06,AAPL,38.217315673828125,38.37906529853758,36.10051314382347,36.29508127376754,272975200.0,36.68258609643561
2018-02-07,AAPL,37.39918899536133,38.30404607461317,37.28901540532446,38.23137678935655,206434400.0,38.33503346987734
2018-02-08,AAPL,36.370094299316406,37.741446423109565,36.34196517331413,37.575007414715365,217562000.0,37.32715593258101
2018-02-09,AAPL,36.8149528503418,37.16330635492814,35.3626915731979,36.97030099389213,282690400.0,36.25234171538958
2018-02-12,AAPL,38.29780960083008,38.57554995460509,37.073858588541775,37.30688077719947,243278000.0,36.93174553775216
2018-02-13,AAPL,38.68147277832031,38.7779772559174,38.04831433527804,38.11892745526451,130196800.0,38.33700585765988
2018-02-14,AAPL,39.394649505615234,39.43466276054488,38.33781974683445,38.375476956953584,162579600.0,38.61107681665847
2018-02-15,AAPL,40.71746826171875,40.74100357542089,39.77832197075912,39.96426639259657,204588800.0,39.36574946820493
2018-02-16,AAPL,40.58563995361328,41.14818868716067,40.4302954494754,40.56916559945333,160704400.0,40.78872765457599
2018-02-20,AAPL,40.449127197265625,41.01637726422879,40.347914249791,40.49620139983296,135722000.0,40.566257157214515
2018-02-21,AAPL,40.265533447265625,40.98342308445248,40.25140795476469,40.679791439011055,149886400.0,40.50796233532532
2018-02-22,AAPL,40.60213088989258,40.94342344573301,40.41618647942475,40.43736933792125,123967600.0,40.260023849536545
2018-02-23,AAPL,41.30824661254883,41.34355136962207,40.84691076811192,40.87751061859656,135249600.0,40.61733323488761
2018-02-26,AAPL,42.12499237060547,42.223849271436976,41.4753597687707,41.50831206904788,152648800.0,41.322562220108914
2018-02-27,AAPL,41.98847579956055,42.48040786388557,41.934340645836585,42.155593350010335,155712400.0,42.11506621743596
2018-02-28,AAPL,41.924930572509766,42.51336718436975,41.90845621497436,42.19325752385664,151128400.0,41.96185529477408
2018-03-01,AAPL,41.19056701660156,42.315657645503855,40.639791153890215,42.02379176340598,195208000.0,41.923442958697976
2018-03-02,AAPL,41.47536849975586,41.49655135620795,40.590357520525785,40.67274008432676,153816000.0,41.214877748183504
2018-03-05,AAPL,41.61894989013672,41.83549415043722,41.07758744361929,41.23999653672775,113605600.0,41.489201635919905
2018-03-06,AAPL,41.58363723754883,41.95552959990914,41.456536512162586,41.87550308423885,95154000.0,41.64474607039768
2018-03-07,AAPL,41.19761657714844,41.390625476018485,41.01873317137954,41.17643372479385,126814000.0,41.53909798552036
2018-03-08,AAPL,41.64719772338867,41.68956344314448,41.2070482076619,41.3035490998388,95096400.0,41.19362690230253
