Date,AAPL,AMZN,GOOG,META,MSFT,NVDA
2012-05-18,15.922066688537598,10.692500114440918,14.852312088012695,37.99576950073242,23.26914405822754,0.2768993973731994
2012-05-21,16.849689483642578,10.905500411987305,15.19145965576172,33.82149887084961,23.65073585510254,0.2817130386829376
2012-05-22,16.720312118530273,10.76650047302246,14.862205505371094,30.8100643157959,23.65869140625,0.2782747745513916
2012-05-23,17.128276824951172,10.86400032043457,15.076431274414062,31.803937911987305,23.14194679260254,0.2851514518260956
2012-05-24,16.97096824645996,10.76200008392334,14.932954788208008,32.8276252746582,23.11014938354492,0.2775870859622955
2012-05-25,16.88001251220703,10.64449977874756,14.632890701293944,31.71449089050293,23.10219955444336,0.2842346131801605
2012-05-29,17.17962074279785,10.737500190734863,14.70240306854248,28.663301467895508,23.49968719482422,0.2915696799755096
2012-05-30,17.386749267578125,10.46150016784668,14.55125617980957,28.017284393310547,23.324790954589844,0.2881313562393188
2012-05-31,17.343515396118164,10.645500183105469,14.368943214416504,29.418642044067383,23.20554542541504,0.2849221229553222
2012-06-01,16.84099006652832,10.41100025177002,14.124537467956545,27.550159454345703,22.617263793945312,0.2746071517467499
2012-06-04,16.940046310424805,10.728500366210938,14.312788963317873,26.735185623168945,22.69676399230957,0.2688768208026886
2012-06-05,16.896223068237305,10.660499572753906,14.110437393188477,25.711498260498047,22.66495132446289,0.2766702473163605
2012-06-06,17.155290603637695,10.881999969482422,14.36176872253418,26.645736694335938,23.332744598388672,0.2840052843093872
2012-06-07,17.163101196289062,10.9399995803833,14.30388355255127,26.1487979888916,23.23734474182129,0.2725442051887512
2012-06-08,17.421276092529297,10.923999786376951,14.358799934387209,26.933961868286133,23.57124137878418,0.2778162062168121
2012-06-11,17.14659309387207,10.824999809265137,14.063188552856444,26.844512939453125,22.975000381469727,0.2810253202915191
2012-06-12,17.29638671875,10.821000099182127,13.979082107543944,27.232118606567383,23.285045623779297,0.2867559790611267
2012-06-13,17.176307678222656,10.736499786376951,13.879884719848633,27.10292053222656,23.157848358154297,0.2791916131973266
2012-06-14,17.15740394592285,10.72249984741211,13.82942008972168,28.116668701171875,23.324790954589844,0.2757532894611358
2012-06-15,17.235441207885742,10.917499542236328,13.964485168457031,29.82612991333008,23.865381240844727,0.2817130386829376
2012-06-18,17.585186004638672,11.133000373840332,14.121322631835938,31.217552185058597,23.722280502319336,0.2842346131801605
2012-06-19,17.634111404418945,11.201499938964844,14.385518074035645,31.71449089050293,24.40597343444824,0.303489089012146
2012-06-20,17.583984375,11.151000022888184,14.286072731018066,31.406391143798828,24.58881950378418,0.3083027601242065
2012-06-21,17.341718673706055,11.028499603271484,13.98180103302002,31.644916534423828,23.960777282714844,0.2943202555179596
2012-06-22,17.474708557128906,11.107999801635742,14.136906623840332,32.847503662109375,24.40597343444824,0.2979877293109894
2012-06-25,17.134578704833984,11.003499984741213,13.870237350463867,31.86356735229492,23.74614143371582,0.288589596748352
2012-06-26,17.172414779663086,11.280500411987305,13.968693733215332,32.89719772338867,23.865381240844727,0.2917987704277038
2012-06-27,17.246559143066406,11.281000137329102,14.082978248596191,32.03252410888672,23.984628677368164,0.3011967837810516
2012-06-28,17.08294677734375,11.065500259399414,13.959538459777832,31.16786003112793,23.77793502807617,0.303489089012146
2012-06-29,17.531747817993164,11.417499542236328,14.34939956665039,30.90945053100586,24.31852531433105,0.3167839348316192
2012-07-02,17.787525177001953,11.465999603271484,14.359295845031738,30.58147621154785,24.29467391967773,0.3083027601242065
2012-07-03,17.994354248046875,11.476499557495115,14.541362762451172,31.00883674621582,24.45366668701172,0.3163254261016845
2012-07-05,18.310474395751957,11.352999687194824,14.741487503051758,31.27718544006348,24.40597343444824,0.3131164908409118
2012-07-06,18.188587188720703,11.2524995803833,14.495597839355469,31.535593032836918,24.00053024291992,0.3071565926074981
2012-07-09,18.429052352905277,11.2524995803833,14.496339797973633,31.97289657592773,23.8494873046875,0.3030306100845337
2012-07-10,18.258533477783203,10.975000381469728,14.38972282409668,31.27718544006348,23.64278984069824,0.2938618063926697
2012-07-11,18.14506149291992,10.918499946594238,14.129732131958008,30.78024673461914,23.29299545288086,0.2890481650829315
2012-07-12,17.979042053222656,10.767999649047852,14.11216926574707,30.621227264404297,22.760353088378903,0.2842346131801605
2012-07-13,18.161266326904297,10.919500350952148,14.261582374572754,30.53178024291992,23.36454391479492,0.2879020273685455
2012-07-16,18.21950912475586,10.80049991607666,14.222004890441896,28.0769157409668,23.40429306030273,0.2888189554214477
2012-07-17,18.220407485961918,10.846500396728516,14.266777992248535,27.91789436340332,23.57918930053711,0.2835467755794525
2012-07-18,18.200000762939453,10.873499870300291,14.36646842956543,28.93164825439453,24.207223892211918,0.2993630766868591
2012-07-19,18.441951751708984,11.308500289916992,14.670737266540527,28.82231903076172,24.382125854492188,0.30234295129776
2012-07-20,18.14116096496582,11.41450023651123,15.11007308959961,28.583786010742188,23.94489097595215,0.2936325073242187
2012-07-23,18.12704849243164,11.30049991607666,15.226092338562012,28.573850631713867,23.277097702026367,0.2975292801856994
2012-07-24,18.03969383239746,11.152000427246094,15.029678344726562,28.27568817138672,23.173748016357425,0.2943202555179596
2012-07-25,17.260662078857422,10.852499961853027,15.040066719055176,29.160234451293945,22.91935920715332,0.3000507950782776
2012-07-26,17.25796127319336,11.000499725341797,15.172905921936035,26.68549156188965,23.181699752807617,0.3014261722564697
2012-07-27,17.56656837463379,11.866000175476074,15.707233428955078,23.56473159790039,23.65869140625,0.3089904487133026
2012-07-30,17.862869262695312,11.804499626159668,15.641433715820312,23.008161544799805,23.56328773498535,0.3055521249771118
2012-07-31,18.335094451904297,11.664999961853027,15.65800666809082,21.576982498168945,23.428142547607425,0.3103656768798828
2012-08-01,18.216501235961918,11.604499816894531,15.650832176208496,20.75206756591797,23.38044166564941,0.306927353143692
2012-08-02,18.24592399597168,11.540499687194824,15.553616523742676,19.917219161987305,23.20554542541504,0.3080735802650451
2012-08-03,18.483383178710938,11.748499870300291,15.864810943603516,20.96078491210937,23.65073585510254,0.3144916296005249
2012-08-06,18.689023971557617,11.69950008392334,15.9016695022583,21.78569984436035,23.80974006652832,0.3211390972137451
2012-08-07,18.63979148864746,11.82800006866455,15.84526824951172,20.59305000305176,24.05618095397949,0.3243482112884521
2012-08-08,18.60826873779297,11.718999862670898,15.88707447052002,20.59305000305176,24.1118278503418,0.3261819779872894
2012-08-09,18.714385986328125,11.70300006866455,15.890044212341309,20.881275177001957,24.246971130371094,0.3371845781803131
2012-08-10,18.743637084960938,11.637499809265137,15.88138484954834,21.67637062072754,24.18337821960449,0.3351216614246368
2012-08-13,18.993881225585938,11.621999740600586,16.326906204223633,21.467660903930664,24.15952682495117,0.3394768834114074
2012-08-14,19.044832229614254,11.659500122070312,16.54088020324707,20.2551326751709,24.11150932312012,0.3344340324401855
2012-08-15,19.01890182495117,11.871000289916992,16.5131778717041,21.070106506347656,24.16753196716309,0.3319125473499298
2012-08-16,19.18501663208008,12.077500343322754,16.6450252532959,19.748260498046875,24.63167762756348,0.3387890756130218
2012-08-17,19.539875030517575,12.058500289916992,16.75065803527832,18.93328094482422,24.72770500183105,0.3358094096183777
2012-08-20,20.053613662719727,12.017499923706056,16.711074829101562,19.887399673461918,24.59966278076172,0.3358094096183777
2012-08-21,19.7795524597168,11.97249984741211,16.561908721923828,19.04261016845703,24.647680282592773,0.3348924815654754
2012-08-22,20.16576385498047,12.154999732971191,16.751646041870117,19.32089233398437,24.43961334228516,0.3355800211429596
2012-08-23,19.977632522583008,12.0600004196167,16.742246627807617,19.32089233398437,24.215539932250977,0.3280157446861267
2012-08-24,19.99543190002441,12.286999702453612,16.787513732910156,19.29107666015625,24.45562171936035,0.3346631228923797
2012-08-27,20.371078491210938,12.196000099182127,16.554737091064453,19.03266716003418,24.559648513793945,0.3289326429367065
2012-08-28,20.34455108642578,12.305500030517578,16.753376007080078,19.22150230407715,24.511632919311523,0.3275572955608368
2012-08-29,20.3044548034668,12.355999946594238,17.019550323486328,18.98297500610352,24.52764320373535,0.3282449543476105
2012-08-30,20.01502227783203,12.310999870300291,16.862964630126953,18.97303581237793,24.263559341430664,0.3220560252666473
2012-08-31,20.05632781982422,12.41349983215332,16.947317123413086,17.9493465423584,24.66368103027344,0.321597546339035
2012-09-04,20.349672317504883,12.394000053405762,16.847131729125977,17.621366500854492,24.3195743560791,0.304406076669693
2012-09-05,20.20677375793457,12.310999870300291,16.839214324951172,18.466161727905277,24.3195743560791,0.3053227961063385
2012-09-06,20.388864517211918,12.569000244140623,17.30130958557129,18.84383201599121,25.087818145751957,0.3147207796573639
2012-09-07,20.51459503173828,12.95699977874756,17.46828842163086,18.86370849609375,24.767723083496094,0.3071565926074981
2012-09-10,19.98096466064453,12.854499816894531,17.3351993560791,18.694753646850582,24.58365821838379,0.304406076669693
2012-09-11,19.916133880615234,12.783499717712402,17.122953414916992,19.310955047607425,24.639678955078125,0.3080735802650451
2012-09-12,20.193504333496094,12.781499862670898,17.090547561645508,20.801761627197266,24.63167762756348,0.3115118741989136
2012-09-13,20.591163635253903,13.01200008392334,17.465566635131836,20.58310890197754,24.759714126586918,0.3135748207569122
2012-09-14,20.84140968322754,13.06350040435791,17.55561065673828,21.86520767211914,24.975772857666016,0.3172423541545868
2012-09-17,21.09767341613769,12.899999618530272,17.563032150268555,21.388147354125977,24.975772857666016,0.3085319399833679
2012-09-18,21.161895751953125,12.9375,17.76835060119629,21.736003875732425,24.95177459716797,0.3105949163436889
2012-09-19,21.16761779785156,13.083999633789062,17.996431350708008,23.14730453491211,24.84774780273437,0.3142625689506531
2012-09-20,21.065109252929688,13.040499687194824,18.011764526367188,22.45159339904785,25.167842864990234,0.3119702339172363
2012-09-21,21.107013702392575,12.873499870300291,18.15697479248047,22.71993637084961,24.959774017333984,0.3133456408977508
2012-09-24,20.826629638671875,12.739999771118164,18.53768348693848,20.662622451782227,24.63167762756348,0.3131164908409118
2012-09-25,20.306564331054688,12.623000144958496,18.532241821289062,20.155746459960938,24.3195743560791,0.3073858022689819
2012-09-26,20.054515838623047,12.48349952697754,18.63861083984375,20.493661880493164,24.143524169921875,0.3021137118339538
2012-09-27,20.54111671447754,12.829500198364258,18.71381187438965,20.19550132751465,24.13551902770996,0.304406076669693
2012-09-28,20.112401962280277,12.715999603271484,18.66433906555176,21.52729034423828,23.81542015075684,0.3057812452316284
2012-10-01,19.879959106445312,12.600500106811523,18.844423294067383,21.855268478393555,23.59935188293457,0.3007383942604065
2012-10-02,19.937843322753903,12.529999732971191,18.72593307495117,22.133554458618164,23.73539161682129,0.3018845021724701
2012-10-03,20.243549346923828,12.79599952697754,18.86223602294922,21.69624710083008,23.895448684692383,0.298904687166214
2012-10-04,20.10335350036621,13.023500442504885,18.999526977539062,21.81551551818848,24.0314884185791,0.3121995329856872
2012-10-05,19.67494201660156,12.92549991607666,18.989633560180664,20.781885147094727,23.887449264526367,0.3048644065856933
2012-10-08,19.24019241333008,12.95300006866455,18.74696159362793,20.27501106262207,23.831430435180664,0.3018845021724701
2012-10-09,19.170246124267575,12.54800033569336,18.40682601928711,20.10605239868164,23.43130111694336,0.295466274023056
2012-10-10,19.322799682617188,12.249500274658203,18.41844940185547,19.519664764404297,23.19122314453125,0.2904234826564789
2012-10-11,18.93659782409668,12.211000442504885,18.589630126953125,19.628990173339844,23.167221069335938,0.2920281291007995
2012-10-12,18.98513412475586,12.118000030517578,18.42314720153809,19.40040397644043,23.36728286743164,0.2895065546035766
2012-10-15,19.137380599975582,12.208999633789062,18.32988929748535,19.40040397644043,23.615358352661133,0.293174147605896
2012-10-16,19.590524673461918,12.196999549865724,18.421913146972656,19.36064720153809,23.59935188293457,0.3016552627086639
2012-10-17,19.43434715270996,12.374500274658203,18.688825607299805,19.75819396972656,23.679378509521484,0.2993630766868591
2012-10-18,19.07347297668457,12.24250030517578,17.192462921142578,18.86370849609375,23.607357025146484,0.2947786748409271
2012-10-19,18.386079788208008,12.0,16.86568260192871,18.88358497619629,22.91914367675781,0.2775870859622955
2012-10-22,19.115379333496094,11.689000129699709,16.788503646850586,19.20162582397461,22.40697860717773,0.2743780314922333
2012-10-23,18.49219512939453,11.715499877929688,16.830060958862305,19.38052749633789,22.446998596191406,0.2826299369335174
2012-10-24,18.596811294555664,11.424500465393066,16.754615783691406,23.087671279907227,22.326963424682617,0.2789624035358429
2012-10-25,18.377029418945312,11.145999908447266,16.765995025634766,22.42177391052246,22.310949325561523,0.2791916131973266
2012-10-26,18.21000099182129,11.911999702453612,16.70142936706543,21.805572509765625,22.57503890991211,0.2762117385864258
2012-10-31,17.94830894470215,11.64449977874756,16.828824996948242,20.980661392211918,22.839115142822266,0.2746071517467499
2012-11-01,17.985095977783203,11.607000350952148,17.0091609954834,21.08004570007324,23.62336540222168,0.287672758102417
2012-11-02,17.38994789123535,11.621000289916992,17.017322540283203,21.05023002624512,23.607357025146484,0.2862975299358368
2012-11-05,17.62571144104004,11.716500282287598,16.89462661743164,21.119800567626957,23.711389541625977,0.2984462380409241
