Date,Equity,Return,Sharpe,VaR_hist,VaR_param
2012-05-21,1.0041561779076285,0.004156177907628528,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-05-22,0.9802228942794855,-0.023834224351447997,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-05-23,0.9937822519061547,0.01383293300513666,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-05-24,0.9898396370110805,-0.003967282458015253,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-05-25,0.9821392497600423,-0.007779429074279475,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-05-29,0.9785447185302143,-0.003659899785805461,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-05-30,0.9678294637617073,-0.010950194268690611,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-05-31,0.9736912534840912,0.006056634915412326,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-01,0.9423579583490823,-0.032179908182281794,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-04,0.9427934251197206,0.00046210335125860527,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-05,0.937487144802364,-0.005628253417956177,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-06,0.9603357758216902,0.024372207284125553,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-07,0.950518100103236,-0.01022316981792524,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-08,0.9633752178475321,0.013526431261960882,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-11,0.9533429028037959,-0.010413715090317003,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-12,0.961400515301669,0.00845195624174222,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-13,0.9520375107451103,-0.009738921924356065,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-14,0.9562037742519722,0.004376154783650426,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-15,0.9782106373092543,0.023014825552741296,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-18,0.994655694509543,0.016811366154761843,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-19,1.017885011413593,0.023354128501223904,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-20,1.0177788716103422,-0.00010427484643229113,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-21,0.9992278407993551,-0.018226975749295583,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-22,1.0150513394833018,0.01583572638577439,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-25,0.9919988320930084,-0.022710681217393336,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-26,1.0057316179433429,0.013843550421687166,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-27,1.0096645564457645,0.003910524867920723,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-28,0.9986667576134778,-0.010892527386522596,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-06-29,1.022678211019145,0.024043509231295203,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-07-02,1.0194674400241082,-0.0031395711382540825,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-07-03,1.0316609090282693,0.011960626230370603,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-07-05,1.034606001361931,0.002854709631709862,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-07-06,1.0243334282974843,-0.009928971077805548,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-07-09,1.025598938129845,0.0012354471672996374,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-07-10,1.0081720021409306,-0.016991959859759376,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-07-11,0.9953187397585479,-0.012749076898671939,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-07-12,0.9838953058670188,-0.011477161471208992,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-07-13,0.9955905232639136,0.011886648230920133,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-07-16,0.9813231188975352,-0.014330594790722387,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-07-17,0.9798529904873937,-0.0014981084026565172,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-07-18,1.0006069545727572,0.021180691682167647,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-07-19,1.0152623493723858,0.01464650503642197,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-07-20,1.0098461524351185,-0.005334775726308953,1.1405180285947718,0.029246719507545826,0.027404573687380116
2012-07-23,1.00680779352036,-0.0030087344566612586,1.1405180285947718,0.029246719507545826,0.027404573687380116
