Date,Ticker,Close,High,Low,Open,Volume
2000-01-03,AAPL,0.840094268321991,0.8443156184525288,0.7631676072725719,0.7870900609889737,535796800.0
2000-01-03,AMZN,4.46875,4.478125095367432,3.9523439407348633,4.074999809265137,322352000.0
2000-01-03,MSFT,35.668094635009766,36.299219097720396,34.27197082355898,35.916719423350315,53228400.0
2000-01-03,NVDA,0.08942018449306488,0.09097247446161452,0.08428654239750784,0.09025638711585955,300912000.0
2000-01-04,AAPL,0.7692657709121704,0.8302435674160231,0.7594152208884124,0.8124194187017932,512377600.0
2000-01-04,AMZN,4.096875190734863,4.574999809265137,4.087500095367432,4.268750190734863,349748000.0
2000-01-04,MSFT,34.46323013305664,35.8402293392609,34.348480199206286,34.750104967682525,54119000.0
2000-01-04,NVDA,0.08703260123729706,0.08810718979584418,0.08261504714196101,0.08786788833811035,300480000.0
2000-01-05,AAPL,0.7805225849151611,0.8297745344167374,0.7730180360241728,0.7786464351670466,778321600.0
2000-01-05,AMZN,3.487499952316284,3.7562499046325684,3.4000000953674316,3.5250000953674316,769148000.0
2000-01-05,MSFT,34.826595306396484,35.61071963784199,33.468721464137204,34.0042210075634,64059600.0
2000-01-05,NVDA,0.08416733145713806,0.08595800713996714,0.08297354311436625,0.08452583275291907,188352000.0
2000-01-06,AAPL,0.7129776477813721,0.803038173150993,0.7129776477813721,0.7964716721362609,767972800.0
2000-01-06,AMZN,3.278125047683716,3.6343750953674316,3.200000047683716,3.565624952316284,375040000.0
2000-01-06,MSFT,33.65995788574219,34.84570640217174,33.16270850788463,34.32933204824274,54976600.0
2000-01-06,NVDA,0.07867520302534103,0.08416734629344125,0.07545234555603737,0.08416734629344125,120480000.0
2000-01-07,AAPL,0.74675053358078,0.7580082351564399,0.7167306807658664,0.7242352306324134,460734400.0
2000-01-07,AMZN,3.4781250953674316,3.5250000953674316,3.309375047683716,3.3499999046325684,210108000.0
2000-01-07,MSFT,34.099830627441406,34.34845530391742,32.83758226994778,33.23920674733211,62013600.0
2000-01-07,NVDA,0.07998906821012497,0.08082434824085206,0.07712379784104702,0.07831758591950834,71184000.0
2000-01-10,AAPL,0.7336166501045227,0.7673887991281028,0.7111013496731127,0.7655126493458292,505064000.0
2000-01-10,AMZN,3.4593749046325684,3.6312499046325684,3.278125047683716,3.628124952316284,295158000.0
2000-01-10,MSFT,34.348480224609375,34.78835497136105,34.08073037876053,34.71185501540424,44963600.0
2000-01-10,NVDA,0.08261501789093018,0.08595798224409466,0.0787952747559732,0.08022744872822302,239856000.0
